3L89	-43.69	-23.89	0.00	-0.60	22.23	-116.36	20.59	-43.36	7.79	-1.01	6	15	18	7	27	14	1.23	-1.15	3647.30	28.98	-3963.70
3LVK	-67.74	-18.99	0.06	7.35	15.40	-286.67	20.44	-97.77	8.80	0.00	14	4	22	0	3	9	3.43	9.79	2076.10	-4.99	-1984.80
3MXW	-84.61	-20.77	0.01	19.88	18.89	-539.30	79.07	-151.95	15.33	-0.77	28	15	26	1	6	4	-6.74	9.65	2353.80	3.14	-2417.10
3PC8	-82.73	-15.40	0.00	1.98	19.15	-263.55	0.00	-76.41	2.33	-0.81	6	4	15	0	3	14	-4.97	-9.20	1596.40	-8.74	-1516.80
3R9A	-22.46	-20.03	0.00	4.78	37.42	-45.64	4.88	-19.72	7.77	-0.47	4	18	17	1	20	20	4.86	8.05	3207.50	-8.80	-3428.70
3RVW	-2.23	-19.61	0.00	10.83	20.57	-125.80	78.16	-48.28	35.46	0.00	7	7	22	2	7	12	-2.95	0.57	1819.90	1.77	-1876.10
3S9D	-55.99	-18.01	0.00	-5.65	18.93	-76.83	19.06	-25.97	9.77	-1.91	9	10	12	3	7	23	-2.11	-6.71	2729.20	0.17	-2824.60
3SZK	9.23	-12.29	0.00	0.28	25.86	-3.70	0.00	-2.75	18.97	-1.00	5	6	11	3	12	14	-3.68	-5.02	2780.50	-5.47	-2676.20
3V6Z	-49.61	-21.94	0.00	-4.69	16.08	0.00	0.00	0.00	0.00	-2.04	0	15	9	4	22	26	-7.73	-12.58	2969.10	37.12	-3550.10
4DN4	-47.37	-12.06	0.03	3.36	15.75	-77.85	0.00	-3.18	0.00	-1.96	5	4	20	2	7	16	-2.00	-3.79	1496.70	-26.30	-1536.10
4FQI	-53.31	-16.56	0.00	-8.89	21.55	-13.47	0.00	-7.21	0.00	0.00	1	4	9	9	15	22	-4.87	-6.75	2510.20	8.61	-2634.90
4G6J	-48.94	-22.10	0.00	8.11	17.95	-162.41	0.00	-39.56	15.26	0.00	7	21	12	6	14	14	-4.64	5.88	3196.40	-1.17	-3403.10
4G6M	-40.95	-20.20	0.00	17.72	18.55	-226.35	16.23	-22.58	6.28	-1.40	13	7	27	2	10	10	4.34	11.75	2572.70	26.45	-2743.10
4GXU	5.83	-20.90	0.02	14.29	20.03	-20.45	27.99	-6.61	14.73	-0.39	6	11	12	12	17	4	-8.99	-8.16	2933.90	2.35	-3026.50
4HX3	-28.39	-25.70	0.00	1.20	33.21	0.00	0.00	0.00	0.00	-0.84	8	12	30	5	21	24	-8.40	-15.55	3531.50	-1.84	-3679.40
4IZ7	-30.27	-14.55	0.00	0.24	14.60	-35.31	27.09	-4.69	5.53	-0.95	7	8	18	2	6	12	4.37	9.97	2053.10	-1.46	-2154.50
4M76	-6.41	-11.21	0.00	7.59	25.23	-121.22	0.00	-27.57	24.00	0.00	5	4	24	0	2	10	1.08	0.99	1548.20	0.90	-1723.40
